Evaluation/AverageDiscountedReturn,EnvExecTime,Evaluation/AverageReturn,policy/LossAfter,policy/LossBefore,Evaluation/NumTrajs,Evaluation/Iteration,Evaluation/MinReturn,policy/KLBefore,policy/Entropy,policy/KL,policy/dLoss,LinearFeatureBaseline/ExplainedVariance,Evaluation/MaxReturn,policy/Perplexity,Evaluation/StdReturn,Evaluation/CompletionRate,Extras/EpisodeRewardMean,PolicyExecTime,ProcessExecTime,TotalEnvSteps
-52.34836707765139,0.12006998062133789,-52.34836707765139,-0.019913097843527794,-8.952476093782025e-09,92,51,-197.28547641154051,0.0,1.8966790602612402,0.00911823,0.0199130888910517,0.6264587841225122,-36.84740564270487,6.663727817122239,17.114356218664724,0.0,-52.627480582855966,0.10478496551513672,0.011847734451293945,52624
-55.964372876800574,0.11574435234069824,-55.964372876800574,-0.012592260725796223,-1.225075685340471e-08,92,52,-527.7320128696837,0.0,1.8825379624197134,0.006914134,0.01259224847503937,0.31785625631697556,-37.37147230181164,6.570158535508103,49.920860360778995,0.0,-55.417733444768494,0.10332369804382324,0.011191129684448242,53636
-94.45314261809563,0.11740994453430176,-94.45314261809563,-0.01571040414273739,-6.59656151924537e-09,92,53,-2070.2431255247434,0.0,1.9012068797477149,0.0073846206,0.01571039754617587,0.012189854561304392,-37.38322638160286,6.693968384035396,293.71470731973227,0.0,-91.27952067366523,0.10351920127868652,0.011457204818725586,54648
-52.89132952306747,0.1162574291229248,-52.891329523067476,-0.014310653321444988,4.005055398437207e-09,92,54,-108.20752225109561,0.0,1.9114034901494565,0.008132439,0.014310657326500387,-34.2835130087163,-41.52649934908598,6.762573346316248,8.872210300271295,0.0,-72.75355322952723,0.1096029281616211,0.011397600173950195,55660
-50.12359079516949,0.1159825325012207,-50.12359079516949,-0.022752748802304268,-3.2511625391862253e-08,92,55,-86.6412237207615,0.0,1.885133524657238,0.006868655,0.022752716290678876,0.9203160624589658,-39.29894697663342,6.58723394145051,7.584367554612929,0.0,-50.479024391055006,0.0967705249786377,0.010968923568725586,56672
-50.04819003714723,0.11704397201538086,-50.04819003714724,-0.02159963734447956,9.42365963041425e-10,92,56,-73.21588265761281,0.0,1.8565521843348567,0.0066335523,0.021599638286845524,0.9455603359592656,-36.60353686678665,6.401627048187233,6.73592495307019,0.0,-50.17053787228653,0.09504270553588867,0.011211395263671875,57684
-51.2216916160535,0.11804890632629395,-51.2216916160535,-0.026646209880709648,1.2957531048130022e-08,92,57,-179.97741652830646,0.0,1.7816004093456645,0.007193302,0.026646222838240696,0.7177219932048047,-38.50968415151034,5.939354214375243,14.960652228131954,0.0,-51.02400350576642,0.09926009178161621,0.011329412460327148,58696
-51.02464427309463,0.11706805229187012,-51.02464427309463,-0.020908258855342865,3.298280759622685e-09,92,58,-97.5687430511236,0.0,1.7294541913058918,0.0076242774,0.020908262153623625,0.8574878946574932,-38.789192128071356,5.637576030527314,9.022611376178165,0.0,-51.11375792793041,0.09392070770263672,0.011042356491088867,59708
-70.5362566079808,0.11687397956848145,-70.5362566079808,-0.023469725623726845,-1.1779573760861695e-08,92,59,-2054.624299525951,0.0,1.731479086894763,0.008954806,0.023469713844153084,0.011480633875862734,-36.45170912066624,5.649003098769052,208.06585857863055,0.0,-68.83655499292544,0.0933389663696289,0.01117396354675293,60720
-77.40502491697568,0.11647391319274902,-77.40502491697568,-0.019603358581662178,-4.711829815207125e-10,92,60,-2062.0070282554457,0.0,1.73516459710042,0.0073962095,0.019603358110479197,0.05005336026082863,-37.217656472516545,5.669860969680068,211.25758956139506,0.0,-75.11226296709751,0.09550833702087402,0.010929584503173828,61732
-71.70788840336684,0.11754727363586426,-71.70788840336684,-0.017996642738580704,-2.450151370680942e-08,92,61,-2065.440815066524,0.0,1.715711751945405,0.009465273,0.017996618237066997,0.16243134032354578,-35.8592473406691,5.560631894781747,209.3482385821545,0.0,-69.90914685437313,0.0973060131072998,0.011158466339111328,62744
-49.84685457823985,0.11749958992004395,-49.84685457823985,-0.023238657042384148,1.1543982658679397e-08,92,62,-150.23119977062555,0.0,1.71111674553792,0.009613601,0.023238668586366806,-20.992181554161245,-37.02468214706098,5.5351393696080775,11.977441163212262,0.0,-49.245063617165926,0.09554266929626465,0.011058330535888672,63756
-50.44078669241006,0.11782050132751465,-50.44078669241006,-0.01705828122794628,7.303335713970682e-09,92,63,-93.38832679156918,0.0,1.670076151610363,0.0065014805,0.017058288531281995,0.9249626578107896,-38.21050699113198,5.312572342716643,7.431587460253506,0.0,-50.217323061057435,0.0985710620880127,0.011595726013183594,64768
-73.65076785405795,0.11642313003540039,-73.65076785405795,-0.01621229760348797,8.952476093782025e-09,92,64,-2039.7265591276528,0.0,1.6053086834933918,0.0064772344,0.016212306555964062,0.013642032775919022,-36.73815099601473,4.979396423014795,207.3190825647978,0.0,-71.94492649384205,0.09113001823425293,0.010965585708618164,65780
-73.85550797110774,0.1158447265625,-73.85550797110774,-0.02115423046052456,-3.7694638521657e-09,92,65,-2067.049297758609,0.0,1.6197351749706645,0.006696911,0.021154226691060707,-0.06583595332330039,-35.735763371347986,5.051752308949321,210.9710668999116,0.0,-91.95474512572802,0.08774423599243164,0.01082468032836914,66792
-53.66897418591444,0.11641788482666016,-53.66897418591443,-0.043798062950372696,1.5549037613027394e-08,92,66,-208.30826440902953,0.0,1.619443870815835,0.0074926014,0.04379807849941031,-7.6192094572021105,-38.423405759069794,5.050280926832821,23.184126271865843,0.0,-53.308675367802195,0.09112191200256348,0.010897636413574219,67804
-50.03659329032515,0.1171712875366211,-50.03659329032515,-0.012651581317186356,-2.261678133663736e-08,92,67,-102.75461762041121,0.0,1.5925333980515068,0.006590872,0.012651558700405019,0.6398194387091048,-37.95094663809741,4.9161878259934335,8.291480894113588,0.0,-50.10132295161895,0.08739495277404785,0.010760068893432617,68816
-54.25845651739512,0.11604118347167969,-54.25845651739512,-0.025167088955640793,-5.418604231977042e-09,92,68,-360.0984102789379,0.0,1.5264644095077817,0.0095190685,0.02516708353703656,0.42799069909314913,-35.95659358159841,4.601877670776876,35.19918515649496,0.0,-53.8866686227865,0.08900785446166992,0.010917901992797852,69828
-48.76263221194575,0.11815094947814941,-48.76263221194575,-0.019002411514520645,-1.7198178881017157e-08,92,69,-81.1940656715056,0.0,1.5173433929563982,0.009823854,0.019002394316341764,0.8790678835504224,-36.801023365520635,4.5600947095848,6.729122240886088,0.0,-50.01398054848228,0.0976552963256836,0.01127481460571289,70840
-60.407139353297914,0.11680126190185547,-60.407139353297914,-0.02658182941377163,3.7694638521657e-09,92,70,-1108.5007820503442,0.0,1.4619992222239377,0.0096783675,0.02658183318323548,0.021768579197538163,-38.42128979023968,4.314576709289316,110.02434755191463,0.0,-59.49360786218358,0.10118222236633301,0.011214256286621094,71852
-49.75580644250079,0.1179964542388916,-49.75580644250079,-0.017419643700122833,-7.067744611788385e-09,92,71,-83.08040020850954,0.0,1.4435971226145627,0.009354786,0.01741963663237822,-1.9866383385597164,-38.726658348566964,4.235905516545943,7.138626672121054,0.0,-49.32121713504401,0.09178543090820312,0.011016607284545898,72864
-50.3454081960968,0.11586165428161621,-50.3454081960968,-0.02223788946866989,1.4842263418302082e-08,92,72,-82.98158927736254,0.0,1.4052079392987278,0.0068747248,0.02223790431093331,0.9254902536197814,-38.02717284912153,4.076374291556504,7.44192121341579,0.0,-50.07913490902598,0.09236478805541992,0.010967731475830078,73876
-61.86767881961601,0.1158301830291748,-61.86767881961601,-0.014224845916032791,-1.4606671427941365e-08,92,73,-1227.0805620390108,0.0,1.374783361382164,0.007570707,0.014224831309361363,0.026978707630552323,-38.91612504463026,3.954219993369592,122.42730043941528,0.0,-60.91229604601793,0.09185171127319336,0.010890007019042969,74888
-48.274621785487014,0.11782026290893555,-48.274621785487,-0.02368694357573986,3.086248412387249e-08,92,74,-79.68283013791067,0.0,1.3562564171350049,0.007111916,0.023686974438223984,-14.008282666288382,-37.03065068977533,3.881634846705758,6.581594978279713,0.0,-48.10163671837809,0.09358811378479004,0.011733055114746094,75900
-50.42329562720225,0.11651325225830078,-50.42329562720225,-0.018468178808689117,-8.48129300123901e-09,92,75,-80.40170170244292,0.0,1.348480224609375,0.006580903,0.018468170327396116,0.922133300036949,-38.68835693778097,3.851567562829475,7.058823409095794,0.0,-50.373471941494856,0.09291577339172363,0.010922670364379883,76912
-48.059187263257655,0.11647248268127441,-48.059187263257655,-0.019474202767014503,-5.65419533415934e-09,92,76,-65.61481370923259,0.0,1.29748921149333,0.0067585767,0.01947419711281917,0.9366822871878497,-37.493555647138024,3.660095395776198,6.159364507894138,0.0,-48.13506744744663,0.09449529647827148,0.011258125305175781,77924
-48.68576957652264,0.1157674789428711,-48.68576957652264,-0.02671622484922409,-3.5338723058941923e-09,92,77,-84.6912650523204,0.0,1.288022972378335,0.0068315226,0.026716221315351785,0.9227569007007901,-38.11631239291828,3.625611531336249,7.055720478829412,0.0,-48.61980595807281,0.09916472434997559,0.011283159255981445,78936
-70.52723981916743,0.11766791343688965,-70.52723981916743,-0.01842578314244747,-1.319312303849074e-08,92,78,-2063.1109800542126,0.0,1.2910633916440217,0.007670984,0.018425769949324433,0.011741418290663552,-36.890633147064975,3.636651685329734,209.0708144514269,0.0,-68.74874499580774,0.09404540061950684,0.01105356216430664,79948
-68.65607746238761,0.11563277244567871,-68.65607746238761,-0.01833195798099041,1.0837208463954084e-08,92,79,-2064.8796587321685,0.0,1.2933875524950593,0.0064308867,0.018331968818198874,0.1505848650036502,-37.80548017273637,3.6451136785131646,209.32434471481193,0.0,-67.21118272083659,0.09519410133361816,0.010906457901000977,80960
-49.643228436393386,0.11784768104553223,-49.64322843639338,-0.020316502079367638,3.01557108173256e-08,92,80,-107.94709442902032,0.0,1.270145220247653,0.007171217,0.020316532235078455,-38.746633711626096,-38.200394523234735,3.5613697077955675,9.030306153571239,0.0,-49.432500935814424,0.0999298095703125,0.011779308319091797,81972
-47.46134336997047,0.1157829761505127,-47.46134336997047,-0.023147793486714363,-6.59656151924537e-09,92,81,-95.28269259899966,0.0,1.2512467576581028,0.007706381,0.023147786890152844,0.894126473677204,-35.36847983383304,3.49469728310385,7.073042334104491,0.0,-47.58839587245868,0.09595513343811035,0.010935544967651367,82984
-70.18720229916465,0.11572909355163574,-70.18720229916467,-0.01517711952328682,-1.7433769983199454e-08,92,82,-2072.085074682362,0.0,1.271018408975111,0.006792768,0.015177102089516836,0.013762647259851324,-38.34783719411509,3.5644808137723856,209.97033488980009,0.0,-68.23095789072664,0.09750080108642578,0.011095285415649414,83996
-47.69706453193481,0.11783337593078613,-47.69706453193481,-0.019503707066178322,-1.3899897233216052e-08,92,83,-66.46559373066995,0.0,1.2286442089457756,0.009276198,0.01950369316628109,-26.069817880911565,-36.01075500875917,3.416594206869048,6.104774299743297,0.0,-48.17524148964347,0.09707450866699219,0.010961055755615234,85008
-70.81449937484247,0.11584615707397461,-70.81449937484247,-0.016289766877889633,5.65419533415934e-09,92,84,-2063.518722150754,0.0,1.2107422116245676,0.007830332,0.016289772532084967,0.010995975988843387,-37.345222134806534,3.355974571750139,209.59108824878783,0.0,-69.20099779110318,0.09895133972167969,0.01095724105834961,86020
